ID,Submit Year,Start Year,Title,Description,Institution,Investigators,Discipline
630504,2009,2010,Comorbid substance use and post traumatic stress disorder,"Epidemiology, classification and treatment of comorbid substance use and post traumatic stres disorder",University of New South Wales,Dr Katherine L Mills,PUBLIC HEALTH AND HEALTH SERVICES
630509,2009,2010,Alcoholic Pancreatitis,"Alcoholic chronic pancreatitis: induction, progression and reversal",University of New South Wales,Prof Minoti V Apte,CLINICAL SCIENCES
630510,2009,2010,Sutureless Eye Surgery,Application of Novel Sutureless Technology for Eye Surgery,University of New South Wales,A/Pr Leslie JR Foster,OPTOMETRY
630516,2009,2010,Uncoupled Research Fellowship,Uncoupled Research Fellowship,University of New South Wales,Prof Caroline  Rae,NEUROSCIENCES
630517,2009,2010,Impact of Parental Substance Use on Infant Development and Family Functioning,"Impact of Parental Alcohol, Tobacco and Other Substance Use on Infant Development and Family Functioning",University of New South Wales,Prof Richard P Mattick,PSYCHOLOGY
630520,2009,2010,Sustained home visiting for urban Aboriginal infants,Closing the Gap: Early Childhood Sustained Home Visiting for families of Aboriginal infants in an urban community,University of New South Wales,Dr Lynn A. Kemp,PUBLIC HEALTH AND HEALTH SERVICES
630531,2009,2010,Blood borne viruses and cancer in people with opioid dependency,Opioid dependent persons in pharmacotherapy: Blood borne viruses and cancer risk,University of New South Wales,Dr Claire M Vajdic,PUBLIC HEALTH AND HEALTH SERVICES
630542,2009,2010,Uncoupled Research Fellowship,Uncoupled Research Fellowship,University of New South Wales,A/Pr Miles P Davenport,IMMUNOLOGY
630545,2009,2010,Organization of focal adhesions,The implications of focal adhesion organization on signal transduction,University of New South Wales,A/Pr Katharina  Gaus,BIOCHEMISTRY AND CELL BIOLOGY
630547,2009,2010,Social norms and sexual behaviours among men who have sex with men,Social norms regarding HIV/STI risk and risk reduction behaviours among men who have sex with men in Australia,University of New South Wales,Dr Iryna B Zablotska-Manos,PUBLIC HEALTH AND HEALTH SERVICES
630551,2009,2010,Four Nations Dementia Prevention Collaboration,"Which Mental Activities and When for Dementia Prevention? The ""Four Nations"" Longitudinal Collaboration",University of New South Wales,Dr Michael J Valenzuela,PUBLIC HEALTH AND HEALTH SERVICES
630560,2009,2010,Transdiagnostic Internet Therapy for Internalizing Disorders,Transdiagnostic Internet Therapy for Internalizing Disorders,University of New South Wales,Dr Nickolai  Titov,PUBLIC HEALTH AND HEALTH SERVICES
630570,2009,2010,The Ecstasy Check-up: A brief intervention for ecstasy users,The Ecstasy Check-Up: A multi-site trial of a brief intervention for ecstasy use among regular ecstasy users,University of New South Wales,Prof Jan  COPELAND,PSYCHOLOGY
630571,2009,2010,Small RNA mediated supression of HIV-1 infection,siRNA induced transcriptional silencing of HIV-1: Elucidating the mechanisms and exploring options for delivery,University of New South Wales,A/Pr Anthony D Kelleher,CLINICAL SCIENCES
630574,2009,2010,Examining the role of a novel generalised susceptibility gene for bipolar disorder and schizophrenia,Sialyltransferase in the bipolar and schizophrenic brain: examining the role of a novel generalised susceptibility gene,University of New South Wales,Prof Peter R Schofield,GENETICS
630583,2009,2010,Safety of clinical software in general practice,Evaluating the safety of computer decision support systems in general practice,University of New South Wales,Dr Farah  Magrabi,PUBLIC HEALTH AND HEALTH SERVICES
630584,2009,2010,Identification of a tumour marker that predicts patient response to an Australian anti-cancer drug,Investigation of a tumour enzyme as a predictor of patient response to an Australian anti-cancer drug,University of New South Wales,Dr Pierre J Dilda,ONCOLOGY AND CARCINOGENESIS
630587,2009,2010,The effect of sugars on the structure and function of a protein called apoE,Biochemistry and functional significance of glycosylation of apolipoprotein E,University of New South Wales,Prof Leonard  Kritharides,CARDIOVASCULAR MEDICINE AND HAEMOTOLOGY
630593,2009,2010,Sydney Centenarian Study,A cognitive and neuroimaging study of exceptionally old individuals: Sydney Centenarian Study,University of New South Wales,Prof Perminder S Sachdev,CLINICAL SCIENCES
630596,2009,2010,Computer-assisted clinical guidelines in psychogeriatric practice,"Computer-assisted clinical guidelines for the management of manifestations of anxiety, aggression and depression",University of New South Wales,Dr Victor  Vickland,CLINICAL SCIENCES
630608,2009,2010,Role of ABCC transporters in neuroblastoma.,Identification of new therapeutic targets in neuroblastoma through ABCC transporter associated pathways.,University of New South Wales,Dr Jamie I Fletcher,ONCOLOGY AND CARCINOGENESIS
630618,2009,2010,Protection of hearing by ATP-gated ion channels,Hearing protection conferred by P2X2 receptor signaling in the cochlea,University of New South Wales,Prof Gary D Housley,NEUROSCIENCES
630619,2009,2010,A Comparative Clinical Efficacy Trial of Treatments for Melancholia,A Comparative Clinical Efficacy Trial of Treatments for Melancholia ,University of New South Wales,Prof Gordon B Parker,CLINICAL SCIENCES
630621,2009,2010,New treatments for aggressive leukaemia,New compounds for tailored therapy against MLL-rearranged leukaemia,University of New South Wales,Dr Michelle J Henderson,ONCOLOGY AND CARCINOGENESIS
630635,2009,2010,Human stepping reflexes,Human stepping reflexes,University of New South Wales,Dr Richard C Fitzpatrick,HUMAN MOVEMENT AND SPORTS SCIENCE
630643,2009,2010,A family-based intervention for Indigenous Australians,The feasibility and effectiveness of a family-based intervention for Indigenous Australians with alcohol dependence.,University of New South Wales,A/Pr Anthony  Shakeshaft,PUBLIC HEALTH AND HEALTH SERVICES
630647,2009,2010,How S100A12 activates mast cells,New mechanisms regulating S100 protein function in inflammation,University of New South Wales,Prof Carolyn L Geczy,IMMUNOLOGY
630650,2009,2010,Evaluation of educational interventions in rural Asian hospitals,A cluster RCT of educational interventions to improve the treatment of acute poisoning in rural Asian hospitals,University of New South Wales,Prof Andrew H Dawson,PUBLIC HEALTH AND HEALTH SERVICES
630653,2009,2010,Health impact of incarceration of Aboriginal mothers and their families,Social and cultural resilience and emotional wellbeing of Aboriginal mothers in  prison (SCREAM),University of New South Wales,A/Pr Elizabeth A Sullivan,PUBLIC HEALTH AND HEALTH SERVICES
630654,2009,2010,Human Factors and Cardiac Surgery: Improving the Outcomes of Children's Heart Surgery,Human Factors and Patient Safety during Paediatric Heart Surgery: An Evidence-based Approach to Improve Patient Outcomes,University of New South Wales,Prof Paul  Barach,CARDIOVASCULAR MEDICINE AND HAEMOTOLOGY
630660,2009,2010,Splice Variant Tryptases,Alternate Splicing of tryptase genes regulates their specificity,University of New South Wales,Dr John E Hunt,BIOCHEMISTRY AND CELL BIOLOGY
630664,2009,2010,Noval biomarkers to detect prostate cancer,Identification of noval biomarkers in urine to improve diagnosis and monitor progression in prostate cancer,University of New South Wales,Dr Yong  Li,ONCOLOGY AND CARCINOGENESIS
630671,2009,2010,"Alcohol, angry rumination, and aggression","Alcohol, angry rumination, and aggression: The role of acute impairment of executive functioning",University of New South Wales,Dr Thomas F Denson,PSYCHOLOGY
630724,2009,2010,The evaluation of influenza vaccination strategies in Australia,The evaluation of influenza vaccination strategies in Australia,University of New South Wales,Dr Anthony  T NEWALL,CLINICAL SCIENCES
630726,2009,2010,Trends in Australian pharmaceutical research,"Where have we come from, and where are we going? An empirical examination of pharmaceutical research in Australia.",University of New South Wales,Dr Wendy L Lipworth,PUBLIC HEALTH AND HEALTH SERVICES
630732,2009,2010,"A study of hepatitis B knowledge, treatment and health care among Indigenous Australians","Liver spots: A study of Hepatitis B knowledge, treatment and health care among Indigenous Australians",University of New South Wales,Dr Anna M Olsen,PUBLIC HEALTH AND HEALTH SERVICES
630733,2009,2010,Understanding hepatitis C virus infection,Virus-host interactions contributing to hepatitis C virus chronicity,University of New South Wales,Dr Rowena A Bull,MEDICAL MICROBIOLOGY
630739,2009,2010,Positive ageing ,Centenarian lifestyle and predictors of positive ageing  ,University of New South Wales,Dr Iman   Ridda,OTHER MEDICAL AND HEALTH SCIENCES
630746,2009,2010,Compulsive Buying Disorder,Phenomenology and Status of Compulsive Buying Disorder: Neurocognitive and Emotion Regulation Deficits ,University of New South Wales,Dr Alishia D Williams,OTHER PSYCHOLOGY AND COGNITIVE SCIENCES
630748,2009,2010,Study of urban Aboriginal housing and its relationship to health,Study of urban Aboriginal housing and its relationship to health - SEARCH housing extension part 1,University of New South Wales,Ms Melanie J Pitkin,PUBLIC HEALTH AND HEALTH SERVICES
630749,2009,2010,Congruence between patient developed self-management plans with the care planned and provided by primary care providers,Integrating self-management plans with primary care management: A predictive model of patient–provider care congruence,University of New South Wales,Ms Anna M Williams,PUBLIC HEALTH AND HEALTH SERVICES
630751,2009,2010,Metastatic Gastrointestinal Cancer,Clinical Studies in Metastatic Gastrointestinal Cancer,University of New South Wales,Mr Terence C Chua,ONCOLOGY AND CARCINOGENESIS
630752,2009,2010,Ceramide synthesis in Parkinson's disease,Cellular ceramide pathways and Parkinson's disease,University of New South Wales,Ms Karen E Murphy,NEUROSCIENCES
630753,2009,2010,Investigation of a predictor of patient response to an Australian anti-cancer drug,Investigation of a tumour enzyme as a predictor of patient response to an Australian anti-cancer drug,University of New South Wales,Miss Emma E. Ramsay,ONCOLOGY AND CARCINOGENESIS
630754,2009,2010,Hepatitis C Vaccine Preparedness,Hepatitis C vaccine preparedness: feasibility of field-based vaccine trials,University of New South Wales,Ms Bethany A White,PUBLIC HEALTH AND HEALTH SERVICES
630755,2009,2010,Effective sustained nurse home visiting ,"Effective sustained nurse home visiting: who benefits, why and how?",University of New South Wales,Ms Sieglinde  Zapart,PUBLIC HEALTH AND HEALTH SERVICES
630756,2009,2010,Influencing Healthy Public Policy Through Health Impact Assessment,Influencing Healthy Public Policy Through Health Impact Assessment,University of New South Wales,Mr Patrick J. Harris,PUBLIC HEALTH AND HEALTH SERVICES
630760,2009,2010,Development of novel antimicrobial surface coatings for biomedical applications,Novel antimicrobial biomaterials based on cationic peptides,University of New South Wales,Mr Renxun  Chen,BIOMEDICAL ENGINEERING
630761,2009,2010,Bias in surgical research: The relationship between research methods and research results,The association between quality and effect estimation in surgical research,University of New South Wales,Dr Sam  Adie,PUBLIC HEALTH AND HEALTH SERVICES
630762,2009,2010,Early Detection of Diabetic Heart Disease ,Left Ventricular Contractile Reserve and Microvascular Disease in Diabetic Cardiomyopathy,University of New South Wales,Dr Melissa  Leung,CARDIOVASCULAR MEDICINE AND HAEMOTOLOGY
630764,2009,2010,What makes Internet Cognitive Behavioural Therapy (ICBT) work? Understanding ICBT for depression and anxiety,What makes Internet Cognitive Behavioural Therapy (ICBT) work? A dismantling study of ICBT for internalising disorders,University of New South Wales,Mr Luke J Johnston,PUBLIC HEALTH AND HEALTH SERVICES
630766,2009,2010,Motor plasticity following stroke,Novel assessment of functional adaptation and motor plasticity following stroke,University of New South Wales,Dr William  Huynh,NEUROSCIENCES
630767,2009,2010,Assessment of the accuracy and utility of cardiac CT,Cardiac risk assessment and the prognostic utility of computed tomography coronary angiography ,University of New South Wales,Dr James M Otton,CARDIOVASCULAR MEDICINE AND HAEMOTOLOGY
630768,2009,2010,Control of calcium dynamics in vessel function.,Calcium dynamics and TRP channels: Role in sympathetic innervation and regulation of vascular tone.,University of New South Wales,Ms Sevvandi Nisansala Senadheera,CARDIOVASCULAR MEDICINE AND HAEMOTOLOGY
630779,2008,2009,H1N1 Optimal use of vaccine to mitigate a second wave of H1N1 2009 influenza in Australia,H1N1 Optimal use of vaccine to mitigate a second wave of H1N1 2009 influenza in Australia,University of New South Wales,Dr James G Wood,MEDICAL MICROBIOLOGY
630785,2008,2009,H1N1 Novel swine-origin influenza H1N1 09 Quality Assurance,H1N1 Novel swine-origin influenza H1N1 09 Quality Assurance,University of New South Wales,Prof William D Rawlinson,MEDICAL MICROBIOLOGY
630787,2008,2009,H1N1 Efficacy of face masks against H1N1 swine influenza,H1N1 Efficacy of face masks against H1N1 swine influenza,University of New South Wales,Prof Raina C MacIntyre,MEDICAL MICROBIOLOGY
631000,2009,2010,Understanding the role of spinal cord processing in arthritic joint pain,Spinal mechanism underlying arthritic joint pain,University of Newcastle,Dr Brett A Graham,NEUROSCIENCES
631005,2009,2010,Improving dietry intake to improve weight and health related outcomes,Optimising dietary intake and nutrition and weight related heaklth outcomes across the life stages,University of Newcastle,A/Pr Clare E Collins,NUTRITION AND DIETICS
631020,2009,2010,PRR activation and neutrophilic asthma,The pathogenesis of distinct endophenotypes of asthma is underpinned by the collaborative activation of specific PRRs.,University of Newcastle,Dr Simon  Phipps,CARDIOVASCULAR MEDICINE AND HAEMOTOLOGY
631025,2009,2010,Effectiveness of a resilience intervention in reducing adolescent tobacco and alcohol use,Effectiveness of a resilience intervention in reducing smoking and alcohol consumption among secondary school students,University of Newcastle,A/Pr John H Wiggers,PUBLIC HEALTH AND HEALTH SERVICES
631026,2009,2010,Progesterone Regulation of Human Birth,Regulation of Progesterone Action in Human Parturition.,University of Newcastle,Dr Gemma M Madsen,PAEDIATRICS AND REPRODUCTIVE MEDICINE
631027,2009,2010,Estrogen Receptors and the Onset of Labour,Estrogen Receptors and the Onset of Labour,University of Newcastle,Prof Roger  Smith,PAEDIATRICS AND REPRODUCTIVE MEDICINE
631052,2009,2010,Regulation of calcium release channels (RyR2) in healthy and failing hearts,Regulation of calcium release channels (RyR2) in healthy and failing hearts,University of Newcastle,A/Pr Derek R Laver,CARDIOVASCULAR MEDICINE AND HAEMOTOLOGY
631055,2009,2010,"RCT of a client-centred, caseworker-delivered smoking cessation intervention for a socially disadvantaged population","RCT of a client-centred, caseworker-delivered smoking cessation intervention for a socially disadvantated population",University of Newcastle,Dr Billie  Bonevski,PUBLIC HEALTH AND HEALTH SERVICES
631057,2009,2010,Gene silencing in schizophrenia,Molecular and cellular characterisation of schizophrenia associated dysfunction in microRNA biogenesis,University of Newcastle,Dr Murray J Cairns,PUBLIC HEALTH AND HEALTH SERVICES
631061,2009,2010,Mental health and wellbeing in rural and remote NSW,Living in a rural community: A longitudinal study of the course and outcome of mental health and wellbeing.,University of Newcastle,Prof Brian  Kelly,PUBLIC HEALTH AND HEALTH SERVICES
631062,2009,2011,Physical activity promotion in the general practice setting,Efficacy of exercise physiologist counselling in primary care patients: a RCT of two pragmatic approaches,University of Newcastle,Dr Erica  James,PUBLIC HEALTH AND HEALTH SERVICES
631066,2009,2010,Gabapentin for chronic cough,Gabapentin in the treatment of idiopathic chronic cough: a randomised double-blind placebo-controlled trial,University of Newcastle,Prof PETER G GIBSON,CARDIOVASCULAR MEDICINE AND HAEMOTOLOGY
631073,2009,2010,Fresh frozen plasma for Russell's viper coagulopathy,Does Fresh Frozen Plasma in Russells viper bite coagulopathy reduce the dose and duration of antivenom therapy?,University of Newcastle,A/Pr Geoffrey K Isbister,PHARMACOLOGY AND PHARMACEUTICAL SCIENCES
631075,2009,2010,Developing new anti-inflammatory treatments for asthma exacerbation,The role of microRNAs in the regulation of antiviral and inflammatory responses during experimental rhinovirus infection,University of Newcastle,A/Pr Joerg  Mattes,CARDIOVASCULAR MEDICINE AND HAEMOTOLOGY
631093,2009,2010,Transcriptional regulation of the expression of Mcl - 1 in Melanoma cell,Transcriptional regulation of the expression of Mcl - 1 in melanoma cell under ER stress,University of Newcastle,Dr Li  Dong,ONCOLOGY AND CARCINOGENESIS
631096,2009,2010,"Using high-throughput genetic data to identify risk factors for cancer, stroke and other common diseases","Integrating genome-wide association, gene expression and DNA sequence data to identify risk variants for complex disease",University of Newcastle,Dr Elizabeth G Holliday,STATISTICS
631098,2008,2009,"H1N1 Australian public¿s H1N1 knowledge, risk perception, containment measure adoption and willingness to be vaccinated","H1N1 Australian public¿s H1N1 knowledge, risk perception, containment measure adoption and willingness to be vaccinated",University of Newcastle,A/Pr David  Durrheim,MEDICAL MICROBIOLOGY
631111,2009,2010,Fish oil fatty acids and platelet function,Long chain omega-3 polyunsaturated fatty acids and platelet function,University of Newcastle,Ms Melinda  Phang,PUBLIC HEALTH AND HEALTH SERVICES
631303,2009,2010,Eat Smart for Success,Investigating the use of pharmacotherapy in adolescents for weight loss maintenance,University of Queensland,Dr Diane E Jensen,CLINICAL SCIENCES
631305,2009,2010,Setting Priorities for Tobacco Control in Australia,Setting Priorities for Tobacco Control in Australia for the Total Population and Indigenous Australians,University of Queensland,Ms Angela L Wallace,PUBLIC HEALTH AND HEALTH SERVICES
631306,2009,2010,Using a body scanner to screen for lung cancer,Low-Dose Computerised Tomography Screening for Lung Cancer in Queensland,University of Queensland,Dr Henry M Marshall,CARDIOVASCULAR MEDICINE AND HAEMOTOLOGY
631310,2009,2010,Wiring up the visual brain.,Mechanisms of retinotectal map development.,University of Queensland,Dr Hugh D. Simpson,NEUROSCIENCES
631311,2009,2010,The neural basis of the partial reinforcement extinction effect,The neural basis of the partial reinforcement extinction effect,University of Queensland,Dr John S Morris,NEUROSCIENCES
631315,2009,2010,Reconstruction of broken legs using transplanted muscle - how safe is it?,Free muscle flap vascularity and neovascularisation - implications for future surgery and trauma management,University of Queensland,Dr Michael  Wagels,CLINICAL SCIENCES
631317,2009,2010,MicroRNAs in gonad development,The role of microRNA regulation in the development of the fetal gonad.,University of Queensland,Miss Elanor N Wainwright,GENETICS
631318,2009,2010,Investigating the genetic cause of Aicardi syndrome,Investigating the genetic aetiology of Aicardi syndrome,University of Queensland,Dr Benjamin A Kamien,CLINICAL SCIENCES
631320,2009,2010,The role of IL23R in ankylosing spondylitis,"Genetic variation in IL23R, and its role in ankylosing spondylitis",University of Queensland,Mr Stuart I. Davidson,IMMUNOLOGY
631324,2009,2010,A Study Investigating The Role of Cardiac Hormones in Managing Patients With Chronic Kidney Disease,The Clinical Utility of B-Type Natriuretic Peptides in The Management of Patients With Chronic Kidney Disease,University of Queensland,Dr Magid A Fahim,CLINICAL SCIENCES
631342,2009,2010,Practitioner Fellowship,Practitioner Fellowship,University of Queensland,Prof David L Paterson,CLINICAL SCIENCES
631347,2009,2010,How does the mammary gland transport calcium during lactation and what does it mean for pharmaceutical science?,Two recently identified calcium transporters in lactation and during mammary epithelial cell apoptosis.,University of Queensland,A/Pr Gregory R Monteith,PHARMACOLOGY AND PHARMACEUTICAL SCIENCES
631349,2009,2010,Mechanism controlling neuronal communication,Control of neurosecretion by Munc18,University of Queensland,A/Pr Frederic A Meunier,NEUROSCIENCES
631352,2009,2010,Practitioner Fellowship,Practitioner Fellowship,University of Queensland,Prof David C Reutens,NEUROSCIENCES
631361,2009,2010,Uncoupled Research Fellowship,Uncoupled Research Fellowship,University of Queensland,Dr Karen  Moritz,MEDICAL PHYSIOLOGY
631362,2009,2010,Growing new nephrons in an adult kidney,Reprogramming the renal epithelium to reinitiate nephrogenesis,University of Queensland,Prof Melissa H Little,MEDICAL BIOTECHNOLOGY
631363,2009,2010,Regulatory RNAs in Ankylosing spondylitis,Regulatory RNAs Underlying Genetic Associations With Ankylosing Spondylitis,University of Queensland,Dr Evgeny A Glazov,GENETICS
631365,2009,2010,The role of subgenomic non-coding viral RNA in flavivirus pathogenicity,The role of subgenomic non-coding viral RNA in flavivirus pathogenicity,University of Queensland,Prof Alexander A Khromykh,CLINICAL SCIENCES
631369,2009,2010,Why do people keep hurting their back?,"Why do people keep hurting their back: A longitudinal study of biological, psychological and social predictors",University of Queensland,Prof Paul W Hodges,CLINICAL SCIENCES
631371,2009,2010,CAVEOLIN SECRETION,MOLECULAR CELL BIOLOGICAL ANALYSIS OF CAVEOLIN SECRETION,University of Queensland,Prof Robert G Parton,BIOCHEMISTRY AND CELL BIOLOGY
631377,2009,2010,Myosin VI and epithelial integrity,Myosin VI: a novel molecular apparatus for epithelial cohesion,University of Queensland,A/Pr Alpha S. Yap,BIOCHEMISTRY AND CELL BIOLOGY
631381,2009,2010,Regulation of the BRCA1 gene in breast cancer,"Identifying long-range regulatory elements of the breast cancer susceptibility gene, BRCA1",University of Queensland,Dr Stacey L Edwards,GENETICS
631383,2009,2010,Uncoupled Research Fellowship,Uncoupled Research Fellowship,University of Queensland,A/Pr Alpha S. Yap,BIOCHEMISTRY AND CELL BIOLOGY
631384,2009,2010,Uncoupled Research Fellowship,Uncoupled Research Fellowship,University of Queensland,A/Pr Brian G Gabrielli,BIOCHEMISTRY AND CELL BIOLOGY
631386,2009,2010,Uncoupled Research Fellowship,Uncoupled Research Fellowship,University of Queensland,Prof Mark J. Walker,MEDICAL MICROBIOLOGY
631401,2009,2010,Herpesvirus proteins that modify activities of the cell to promote virus infection and persistence. How do they work ?,Functions of viral chemokine receptor homologues important for cytomegalovirus pathogenesis and latency,University of Queensland,Dr Nicholas J Davis-Poynter,MEDICAL MICROBIOLOGY
631402,2009,2010,Harnessing the bodies defenses against cancer with new gene silencing drugs.,RNA interference and the Immune System,University of Queensland,Dr Nigel N McMillan,ONCOLOGY AND CARCINOGENESIS
631406,2009,2010,A genetic study of schizophrenia in a large Indian sample,"Studying the molecular basis of schizophrenia in a large, globally competitive Indian sample",University of Queensland,Prof Bryan J Mowry,CLINICAL SCIENCES
631407,2009,2010,Senataxin protects against neurodegeneration,Role of Senataxin in protecting against neurodegeneration,University of Queensland,Prof Martin F Lavin,BIOCHEMISTRY AND CELL BIOLOGY
631414,2009,2010,A novel marker and mediator of brain damage in brains subjected to a lack of oxygen,Astrocyte Regulation of Ammonia and Glutamate in Neonatal Hypoxia/Ischaemia,University of Queensland,Prof David V Pow,NEUROSCIENCES
631418,2009,2010,Lipid regulation of neuronal communication and degeneration,The neuronal PIKfyve complex regulates neurotransmission and neurodegeneration,University of Queensland,Dr Shona L Osborne,NEUROSCIENCES
631420,2009,2010,Molecular mechanism and modulation of relaxin family peptide receptors,Structure-based design of therapeutics targeting relaxin family peptide receptors,University of Queensland,Dr Karl Johan  Rosengren,MEDICAL BIOCHEMISTRY AND METABOLOMICS
631425,2009,2010,Rad50 protects the genome,Rad50 protects the integrity of the genome to minimise disease risk,University of Queensland,Prof Martin F Lavin,ONCOLOGY AND CARCINOGENESIS
631433,2009,2010,Combating antibiotic resistance,Metallo-beta-lactamases: predicting and combating antibiotic resistance,University of Queensland,A/Pr Gerhard  Schenk,MEDICAL BIOCHEMISTRY AND METABOLOMICS
631443,2009,2010,receptors for the hormone angiotensin,Molecular regulation of angiotensin receptors,University of Queensland,Prof Walter G Thomas,PHARMACOLOGY AND PHARMACEUTICAL SCIENCES
631448,2009,2010,New molecules to control chronic inflammatory pain,Developing novel selective glycine receptor potentiators as a means to control pain.,University of Queensland,Prof Robert J Capon,NEUROSCIENCES
631451,2009,2010,How epilepsy develops and how it can be prevented,Complement activation in experimental epilepsy: role of C5a receptors,University of Queensland,Dr Karin  Borges,NEUROSCIENCES
631457,2009,2010,A treatment for neuropathic pain,New peptide-based drugs for the treatment of neuropathic pain,University of Queensland,Prof David J Craik,MEDICAL BIOCHEMISTRY AND METABOLOMICS
631460,2009,2010,MicroRNAs in sex determination.,MicroRNA regulation of sex determination and gonad development.,University of Queensland,Dr Dagmar  Wilhelm,GENETICS
631464,2009,2010,Successfully living with aphasia: What does it take?,Determinants of successfully living with aphasia after stroke: a prospective cohort mixed methods study,University of Queensland,Prof Linda E Worrall,CLINICAL SCIENCES
631466,2009,2010,Molecular regulation of corpus callosum formation,DCC-Robo interactions cooperate to regulate callosal axon guidance,University of Queensland,A/Pr Linda J Richards,NEUROSCIENCES
631472,2009,2010,Stray DNA in mammalian cells signals an infection,Cytoplasmic DNA as a danger signal for mammalian cells,University of Queensland,Dr Katryn J Stacey,IMMUNOLOGY
631475,2009,2010,Uncoupled Research Fellowship,Uncoupled Research Fellowship,University of Queensland,A/Pr Daniel  Markovich,MEDICAL PHYSIOLOGY
631480,2009,2010,Regulation of oxidative metabolism in muscle,Nuclear Receptor 4A3 signalling in skeletal muscle,University of Queensland,Prof George  Muscat,CLINICAL SCIENCES
631484,2009,2010,Rebuilding bone through macrophages,Regulation of Bone Dynamics by Osteal Tissue Macrophages (Osteomacs),University of Queensland,Dr Allison R Pettit,CLINICAL SCIENCES
631493,2009,2010,The primary cilium in hedgehog signalling and disease,The primary cilium in hedgehog signalling and disease,University of Queensland,A/Pr Carol A Wicking,GENETICS
631494,2009,2010,Improving methods to estimate causes of death in developing countries,Improving methods to measure comparable mortality by cause,University of Queensland,Prof Alan D Lopez,PUBLIC HEALTH AND HEALTH SERVICES
631507,2009,2010,"Early origins, progression and aetiology of obesity, metabolic syndrome and diabetes","Early origins, progression and aetiology of obesity, metabolic syndrome and diabetes: a 30 years follow-up study",University of Queensland,Dr Abdullah A Mamun,CARDIOVASCULAR MEDICINE AND HAEMOTOLOGY
631510,2009,2010,Understanding NR4A gene function in melanocyte and melanoma cells,Investigating the role of the NR4A nuclear receptor family in melanocyte function and tumorigenesis,University of Queensland,Dr Aaron G Smith,GENETICS
631514,2009,2010,Treating disordered speech in Parkinson's Disease in the home via the Internet,Home-based speech treatment for Parkinson's Disease via telerehabilitation : clinical and economic outcomes.,University of Queensland,Prof Deborah G Theodoros,CLINICAL SCIENCES
631520,2009,2010,Understanding the structures and functions of viral proteins to design drugs,A functional interaction between domains of the flavivirus NS5 protein presents a new target for antiviral therapy,University of Queensland,A/Pr Roy A Hall,MEDICINAL AND BIOMOLECULAR CHEMISTRY
631531,2009,2010,How immune cells kill invading microbes,Characterization of human-specific anti-microbial pathways,University of Queensland,Dr Matthew J Sweet,IMMUNOLOGY
631532,2009,2010,Modelling how  the brain becomes wired up during development,Cyclic-nucleotide-dependent regulation of axon guidance sensitivity,University of Queensland,A/Pr Geoffrey J Goodhill,NEUROSCIENCES
631534,2009,2010,Investigating a new treatment for obesity induced diseases,Inhibitors of Secretory Phospholipases in Diet Induced Obese Rats,University of Queensland,Prof David P Fairlie,PHARMACOLOGY AND PHARMACEUTICAL SCIENCES
631542,2009,2010,Noncoding RNA: noval regulators of brain development and function,Noncoding RNAs in neural stem cell differentiation,University of Queensland,Dr Marcel E Dinger,NEUROSCIENCES
631551,2009,2010,Functional peptides from upstream open reading frames,The contribution of upstream open reading frames to the eukaryotic proteome,University of Queensland,A/Pr Joseph A Rothnagel,MEDICINAL AND BIOMOLECULAR CHEMISTRY
631552,2009,2010,Formation of connections between the cortical hemispheres of the brain,Fibroblast growth factors in the development of forebrain commissures,University of Queensland,A/Pr Linda J Richards,NEUROSCIENCES
631559,2009,2010,Centrosome overduplication contributes to tumorigenesis,Centrosome overduplication contributes to tumorigenesis,University of Queensland,A/Pr Brian G Gabrielli,BIOCHEMISTRY AND CELL BIOLOGY
631567,2009,2010,Improved diagnostic imaging of brain tumours,Improving the Assessment of Brain Tumour Treatment Outcome using 18F-FDOPA PET-MRI Fusion,University of Queensland,A/Pr Stephen E Rose,CLINICAL SCIENCES
631568,2009,2010,Phosphoinositide control of neuronal communication,Modulating neuronal secretion by the PI3-kinase pathway,University of Queensland,A/Pr Frederic A Meunier,BIOCHEMISTRY AND CELL BIOLOGY
631576,2009,2010,Investigating how Epo therapy can be improved to provide best protection for heart and kidney after ischaemic injury,Enhancing erythropoietin therapy in ischaemia-reperfusion injury of heart and kidney,University of Queensland,Prof David W Johnson,CARDIOVASCULAR MEDICINE AND HAEMOTOLOGY
631580,2009,2010,Searching for genes causing a curable form of hypertension,Elucidating genetic mechanisms responsible for familial hyperaldosteronism type II,University of Queensland,Prof Michael  Stowasser,CLINICAL SCIENCES
631584,2009,2010,Membrane Fusion in Macrophage Function,Membrane Fusion in Macrophage Function,University of Queensland,Prof Jennifer L Stow,BIOCHEMISTRY AND CELL BIOLOGY
631598,2009,2010,How the brain develops.,Molecular and cellular mechanisms of vertebrate brain development,University of Queensland,Prof Brian  Key,NEUROSCIENCES
631605,2009,2010,Discovering molecules and mechanisms regulating the development of neuronal processes,Discovering molecules and mechanisms regulating dendrite formation,University of Queensland,Dr Massimo A. Hilliard,NEUROSCIENCES
631612,2009,2010,"Understanding, treating and preventing chronic pain",Developing and testing novel strategies for the treatment and prevention of chronic pain,University of Queensland,Miss Siobhan M Schabrun,CLINICAL SCIENCES
